,Input,Output
340,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
341,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
342,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-post
343,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-snowflake-insert
344,com-snaplogic-snaps-rest-post,com-snaplogic-snaps-transform-datatransform
345,com-snaplogic-snaps-azuresql-update,com-snaplogic-snaps-flow-union
346,com-snaplogic-snaps-azuresql-update,com-snaplogic-snaps-flow-union
347,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
348,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
349,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-datatransform
350,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-azuresql-update
351,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-sqlserver-insert
352,com-snaplogic-snaps-sqlserver-insert,com-snaplogic-snaps-flow-union
353,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-azuresql-update
354,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-jsonformatter
355,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
356,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
357,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-dynamicsfo-create
358,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-update
359,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-transform-datatransform
360,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
361,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
362,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
363,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-salesforce-read
364,com-snaplogic-snaps-salesforce-subscriber,com-snaplogic-snaps-salesforce-read
365,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-flow-router
366,com-snaplogic-snaps-dynamicsfo-create,com-snaplogic-snaps-transform-datatransform
367,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-transform-datatransform
368,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
369,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
370,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-jsonformatter
371,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-transform-datatransform
372,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-jsonsplitter
373,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-datatransform
374,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-pipeexec
375,com-snaplogic-snaps-workday-workdayread,com-snaplogic-snaps-transform-datatransform
376,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-transform-xmlparser
377,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-workday-workdayread
378,com-snaplogic-snaps-workday-workdayread,com-snaplogic-snaps-transform-datatransform
379,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-servicenow-servicenowinsert
380,com-snaplogic-snaps-transform-xmlparser,com-snaplogic-snaps-transform-jsonsplitter
381,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-workday-workdayread
382,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-filter
383,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-transform-datatransform
384,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-datatransform
385,com-snaplogic-snaps-transform-csvformatter,com-snaplogic-snaps-hadoop-hdfswrite
386,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-csvformatter
387,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-transform-datatransform
388,com-snaplogic-snaps-salesforce-create,com-snaplogic-snaps-transform-datatransform
389,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-transform-datatransform
390,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-create
391,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-flow-union
392,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-flow-union
393,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-csvformatter
394,com-snaplogic-snaps-workday-workdayread,com-snaplogic-snaps-transform-jsonsplitter
395,com-snaplogic-snaps-transform-csvformatter,com-snaplogic-snaps-binary-write
396,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-datatransform
397,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-datatransform
398,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-flow-exit
399,com-snaplogic-snaps-servicenow-servicenowquery,com-snaplogic-snaps-flow-router
400,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-ad-adupdateentry
401,com-snaplogic-snaps-ad-adlistusers,com-snaplogic-snaps-flow-router
402,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-flow-exit
403,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
404,com-snaplogic-snaps-flow-head,com-snaplogic-snaps-salesforce-create
405,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-flow-copy
406,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
407,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-ad-adlistusers
408,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-servicenow-servicenowinsert
409,com-snaplogic-snaps-servicenow-servicenowquery,com-snaplogic-snaps-transform-datatransform
410,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-head
411,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-servicenow-servicenowquery
412,com-snaplogic-snaps-ad-adlistusers,com-snaplogic-snaps-transform-datatransform
413,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-ad-adcreateentry
414,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-jsonformatter
415,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
416,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
417,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
418,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-servicenow-servicenowupdatebyid
419,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
420,com-snaplogic-snaps-flow-tail,com-snaplogic-snaps-flow-copy
421,com-snaplogic-snaps-workday-workdayread,com-snaplogic-snaps-flow-tail
422,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-put
423,com-snaplogic-snaps-box-addfolder,com-snaplogic-snaps-transform-datatransform
424,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-transform-sort
425,com-snaplogic-snaps-transform-sort,com-snaplogic-snaps-transform-unique
426,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-read
427,com-snaplogic-snaps-transform-unique,com-snaplogic-snaps-box-addfolder
428,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
429,com-snaplogic-snaps-ad-adlistusers,com-snaplogic-snaps-ad-addisableentry
430,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
431,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-flow-copy
432,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-flow-head
433,com-snaplogic-snaps-servicenow-servicenowquery,com-snaplogic-snaps-transform-datatransform
434,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-servicenow-servicenowquery
435,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-update
436,com-snaplogic-snaps-workday-workdayread,com-snaplogic-snaps-flow-filter
437,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-read
438,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
439,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-servicenow-servicenowdeletebyid
440,com-snaplogic-snaps-flow-head,com-snaplogic-snaps-transform-datatransform
441,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-transform-datatransform
442,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-ad-adlistusers
443,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-update
444,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-flow-router
445,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-transform-datatransform
446,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-transform-datatransform
447,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
448,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-jsonsplitter
449,com-snaplogic-snaps-salesforce-query,com-snaplogic-snaps-flow-head
450,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-netsuite-create
451,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-multijoin
452,com-snaplogic-snaps-flow-head,com-snaplogic-snaps-transform-multijoin
453,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-datatransform
454,com-snaplogic-snaps-netsuite-create,com-snaplogic-snaps-transform-datatransform
455,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-multijoin
456,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-multijoin
457,com-snaplogic-snaps-transform-groupbyfields,com-snaplogic-snaps-transform-multijoin
458,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-groupbyfields
459,com-snaplogic-snaps-salesforce-query,com-snaplogic-snaps-flow-router
460,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-update
461,com-snaplogic-snaps-netsuite-create,com-snaplogic-snaps-transform-datatransform
462,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-netsuite-create
463,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
464,com-snaplogic-snaps-salesforce-update,com-snaplogic-snaps-transform-multijoin
465,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-servicenow-servicenowinsert
466,com-snaplogic-snaps-flow-head,com-snaplogic-snaps-servicenow-servicenowquery
467,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-flow-head
468,com-snaplogic-snaps-servicenow-servicenowquery,com-snaplogic-snaps-transform-datatransform
469,com-snaplogic-snaps-transform-jsonparser,com-snaplogic-snaps-transform-jsonsplitter
470,com-snaplogic-snaps-redshift-bulkupdate,com-snaplogic-snaps-flow-gate
471,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-multijoin
472,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-multijoin
473,com-snaplogic-snaps-transform-binarytodocument,com-snaplogic-snaps-transform-datatransform
474,com-snaplogic-snaps-flow-gate,com-snaplogic-snaps-transform-datatransform
475,com-snaplogic-snaps-binary-s3filereader,com-snaplogic-snaps-transform-jsonparser
476,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-amazonsqs-amazonsqsacknowledge
477,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-flow-filter
478,com-snaplogic-snaps-flow-binaryrouter,com-snaplogic-snaps-transform-binarytodocument
479,com-snaplogic-snaps-flow-binaryrouter,com-snaplogic-snaps-transform-jsonparser
480,com-snaplogic-snaps-amazonsqs-amazonsqsconsumer,com-snaplogic-snaps-flow-binaryrouter
481,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-datatransform
482,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-binary-s3filereader
483,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-redshift-bulkupdate
484,com-snaplogic-snaps-transform-jsonparser,com-snaplogic-snaps-transform-datatransform
485,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-jsonsplitter
486,com-snaplogic-snaps-redshift-execute,com-snaplogic-snaps-transform-groupbyfields
487,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-redshift-execute
488,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-datatransform
489,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-pipeexec
490,com-snaplogic-snaps-transform-groupbyfields,com-snaplogic-snaps-transform-datatransform
491,com-snaplogic-snaps-salesforce-update,com-snaplogic-snaps-transform-datatransform
492,com-snaplogic-snaps-salesforce-create,com-snaplogic-snaps-transform-datatransform
493,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-salesforce-update
494,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-transform-datatransform
495,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
496,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-transform-datatransform
497,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-router
498,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-read
499,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-flow-router
500,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
501,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-salesforce-read
502,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-datatransform
503,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-salesforce-read
504,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
505,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
506,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-datatransform
507,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-salesforce-read
508,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
509,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-flow-router
510,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
511,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-transform-datatransform
512,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-flow-router
513,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
514,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-salesforce-read
515,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-salesforce-delete
516,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-read
517,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
518,com-snaplogic-snaps-salesforce-delete,com-snaplogic-snaps-transform-datatransform
519,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-salesforce-create
520,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-router
521,com-snaplogic-snaps-snaplogic-read,com-snaplogic-snaps-transform-datatransform
522,com-snaplogic-snaps-snaplogic-list,com-snaplogic-snaps-snaplogic-read
523,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-snaplogic-create
524,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
525,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-documenttobinary
526,com-snaplogic-snaps-transform-documenttobinary,com-snaplogic-snaps-hadoop-hdfswrite
527,com-snaplogic-snaps-transform-documenttobinary,com-snaplogic-snaps-binary-write
528,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-documenttobinary
529,com-snaplogic-snaps-servicenow-servicenowquery,com-snaplogic-snaps-flow-router
530,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-sort
531,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
532,com-snaplogic-snaps-transform-groupbyn,com-snaplogic-snaps-transform-datatransform
533,com-snaplogic-snaps-transform-sort,com-snaplogic-snaps-flow-head
534,com-snaplogic-snaps-flow-head,com-snaplogic-snaps-transform-groupbyn
535,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-post
536,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-transform-conditional
537,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-multijoin
538,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
539,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-postgres-insert
540,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
541,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
542,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-router
543,com-snaplogic-snaps-flow-gate,com-snaplogic-snaps-transform-datatransform
544,com-snaplogic-snaps-transform-sequence,com-snaplogic-snaps-flow-filter
545,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
546,com-snaplogic-snaps-postgres-execute,com-snaplogic-snaps-transform-multijoin
547,com-snaplogic-snaps-postgres-select,com-snaplogic-snaps-flow-gate
548,com-snaplogic-snaps-transform-conditional,com-snaplogic-snaps-transform-datatransform
549,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-postgres-execute
550,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-flow-union
551,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-transform-datatransform
552,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
553,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-salesforce-lookup
554,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-jsonformatter
555,com-snaplogic-snaps-salesforce-create,com-snaplogic-snaps-flow-union
556,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-create
557,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-upsert
558,com-snaplogic-snaps-salesforce-upsert,com-snaplogic-snaps-flow-union
559,com-snaplogic-snaps-salesforce-lookup,com-snaplogic-snaps-salesforce-delete
560,com-snaplogic-snaps-salesforce-delete,com-snaplogic-snaps-flow-union
561,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-flow-pipeexec
562,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-datatransform
563,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
564,com-snaplogic-snaps-transform-jsonparser,com-snaplogic-snaps-mlcore-crossvalidatorclassification
565,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-transform-jsonparser
566,com-snaplogic-snaps-transform-jsongenerator,com-snaplogic-snaps-rest-post
567,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-sequence
568,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-jsonsplitter
569,com-snaplogic-snaps-transform-sequence,com-snaplogic-snaps-transform-multijoin
570,com-snaplogic-snaps-rest-post,com-snaplogic-snaps-flow-copy
571,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-sequence
572,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-jsonsplitter
573,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-transform-datatransform
574,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-google-spreadsheet-worksheetwriter
575,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-jsongenerator
576,com-snaplogic-snaps-transform-sequence,com-snaplogic-snaps-transform-multijoin
577,com-snaplogic-snaps-dynamics365forsales-create,com-snaplogic-snaps-flow-union
578,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-dynamics365forsales-create
579,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-post
580,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-datatransform
581,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-transform-datatransform
582,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-transform-multijoin
583,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
584,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-jsonsplitter
585,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-transform-binarytodocument
586,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-jsonformatter
587,com-snaplogic-snaps-transform-binarytodocument,com-snaplogic-snaps-transform-datatransform
588,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-multijoin
589,com-snaplogic-snaps-dynamics365forsales-create,com-snaplogic-snaps-flow-union
590,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-flow-copy
591,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
592,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
593,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-flow-union
594,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-flow-union
595,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-pipeexec
596,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-workday-workdayread
597,com-snaplogic-snaps-workday-workdayread,com-snaplogic-snaps-flow-router
598,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-pipeexec
599,com-snaplogic-snaps-transform-jsonparser,com-snaplogic-snaps-transform-datatransform
600,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
601,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
602,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-postgres-insert
603,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
604,com-snaplogic-snaps-postgres-insert,com-snaplogic-snaps-transform-datatransform
605,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-postgres-update
606,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
607,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-transform-jsonformatter
608,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-flow-copy
609,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-jsonsplitter
610,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
611,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-flow-filter
612,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-postgres-update
613,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-flow-router
614,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
615,com-snaplogic-snaps-postgres-update,com-snaplogic-snaps-transform-datatransform
616,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-flow-filter
617,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-filter
618,com-snaplogic-snaps-binary-write,com-snaplogic-snaps-flow-exit
619,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-filter
620,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-datatransform
621,com-snaplogic-snaps-postgres-update,com-snaplogic-snaps-flow-union
622,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-transform-datatransform
623,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-workday-workdaywrite
624,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
625,com-snaplogic-snaps-transform-csvparser,com-snaplogic-snaps-sqlserver-lookup
626,com-snaplogic-snaps-sqlserver-lookup,com-snaplogic-snaps-transform-datatransform
627,com-snaplogic-snaps-sqlserver-lookup,com-snaplogic-snaps-transform-datatransform
628,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-transform-csvparser
629,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
630,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-subscriber
631,com-snaplogic-snaps-salesforce-subscriber,com-snaplogic-snaps-flow-pipeexec
632,com-snaplogic-snaps-azuresql-execute,com-snaplogic-snaps-transform-datatransform
633,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-inmemorylookup
634,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-create
635,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
636,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
637,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-salesforce-lookup
638,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-update
639,com-snaplogic-snaps-transform-csvparser,com-snaplogic-snaps-flow-copy
640,com-snaplogic-snaps-salesforce-lookup,com-snaplogic-snaps-transform-inmemorylookup
641,com-snaplogic-snaps-transform-inmemorylookup,com-snaplogic-snaps-flow-router
642,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-transform-csvparser
643,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-mlanalytics-profile
644,com-snaplogic-snaps-mldatapreparation-datetimeextractor,com-snaplogic-snaps-transform-datatransform
645,com-snaplogic-snaps-mlanalytics-profile,com-snaplogic-snaps-transform-documenttobinary
646,com-snaplogic-snaps-mldatapreparation-typeconverter,com-snaplogic-snaps-flow-filter
647,com-snaplogic-snaps-transform-documenttobinary,com-snaplogic-snaps-binary-write
648,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-mldatapreparation-datetimeextractor
649,com-snaplogic-snaps-mlanalytics-profile,com-snaplogic-snaps-transform-jsonformatter
650,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
651,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-mldatapreparation-typeconverter
652,com-snaplogic-snaps-transform-csvparser,com-snaplogic-snaps-transform-datatransform
653,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-transform-csvparser
654,com-snaplogic-snaps-transform-binarytodocument,com-snaplogic-snaps-rest-post
655,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-xmlformatter
656,com-snaplogic-snaps-transform-xmlformatter,com-snaplogic-snaps-transform-binarytodocument
657,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
658,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-xmlformatter
659,com-snaplogic-snaps-transform-xmlformatter,com-snaplogic-snaps-binary-write
660,com-snaplogic-snaps-transform-csvparser,com-snaplogic-snaps-salesforce-lookup
661,com-snaplogic-snaps-salesforce-lookup,com-snaplogic-snaps-salesforce-delete
662,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-transform-csvparser
663,com-snaplogic-snaps-sap-execute,com-snaplogic-snaps-transform-jsonsplitter
664,com-snaplogic-snaps-sap-execute,com-snaplogic-snaps-flow-pipeexec
665,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-flow-head
666,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-sap-execute
667,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-flow-filter
668,com-snaplogic-snaps-flow-head,com-snaplogic-snaps-transform-datatransform
669,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-dynamicscrm-create
670,com-snaplogic-snaps-salesforce-attachmentdownload,com-snaplogic-snaps-transform-documenttobinary
671,com-snaplogic-snaps-transform-documenttobinary,com-snaplogic-snaps-box-boxwrite
672,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-transform-datatransform
673,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-salesforce-attachmentdownload
674,com-snaplogic-snaps-transform-sequence,com-snaplogic-snaps-transform-datatransform
675,com-snaplogic-snaps-transform-conditional,com-snaplogic-snaps-transform-sequence
676,com-snaplogic-snaps-salesforce-query,com-snaplogic-snaps-flow-tail
677,com-snaplogic-snaps-flow-tail,com-snaplogic-snaps-salesforce-lookup
